nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
show me access events by user alice with status 200 since yesterday in db,access,last24h,alice,database,*,*,*,200,action=access user=alice source=database status_code=200 earliest=-24h latest=now,2025-10-04T16:57:07
display auth success events by user root from ip 10.0.0.1 last 30 days in db,success,last30d,root,database,10.0.0.1,*,*,*,action=success user=root source=database src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-10-04T18:57:07
find delete events by user anonymous from ip 10.10.10.5 on firewall-01 with status 404 last 30 days in server,deletion,last30d,anonymous,host,10.10.10.5,firewall-01,*,404,action=deletion user=anonymous source=host src_ip=10.10.10.5 hostname=firewall-01 status_code=404 earliest=-30d@d latest=now,2025-09-23T18:57:07
give me request events last 7 days in authentication log,access,last7d,*,auth,*,*,*,*,action=access source=auth earliest=-7d@d latest=now,2025-09-30T18:57:07
pull up file deletion events by user root last hour in firewall logs,deletion,last1h,root,firewall,*,*,*,*,action=deletion user=root source=firewall earliest=-60m latest=now,2025-10-04T18:13:07
show me upload events by user anonymous with status 502 past 60 minutes in windows,upload,last1h,anonymous,windows,*,*,*,502,action=upload user=anonymous source=windows status_code=502 earliest=-60m latest=now,2025-10-04T18:01:07
pull up failed login events by user root last 7 days in host,failure,last7d,root,host,*,*,*,*,action=failure user=root source=host earliest=-7d@d latest=now,2025-09-29T18:57:07
show me download events by user jsmith on load-balancer last 24 hours in authentication log,download,last24h,jsmith,auth,*,load-balancer,*,*,action=download user=jsmith source=auth hostname=load-balancer earliest=-24h latest=now,2025-10-04T01:57:07
show me logout events by user root last hour in web server,logout,last1h,root,web,*,*,*,*,action=logout user=root source=web earliest=-60m latest=now,2025-10-04T18:34:07
pull up download events by user alice with status 500 since midnight in event viewer,download,today,alice,windows,*,*,*,500,action=download user=alice source=windows status_code=500 earliest=@d latest=now,2025-10-04T17:08:07
list informational crash events by user admin last 7 days in apache,error,last7d,admin,web,*,*,info,*,action=error user=admin source=web severity=info earliest=-7d@d latest=now,2025-10-01T18:57:07
list err logout events by user admin on load-balancer last hour in authentication log,logout,last1h,admin,auth,*,load-balancer,error,*,action=logout user=admin source=auth hostname=load-balancer severity=error earliest=-60m latest=now,2025-10-04T18:18:07
show me failed logins from yesterday,failure,yesterday,*,auth,*,*,*,*,action=failure source=auth earliest=@d-1d latest=@d,2025-10-04T18:57:07
list all successful logins in the last 7 days,success,last7d,*,auth,*,*,*,*,action=success source=auth earliest=-7d@d latest=now,2025-10-04T18:57:07
find all requests from ip 10.0.0.1,access,last24h,*,web,10.0.0.1,*,*,*,action=access source=web src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-04T18:57:07
show critical errors on web-server-01 last hour,error,last1h,*,web,*,web-server-01,critical,*,action=error source=web hostname=web-server-01 severity=critical earliest=-60m latest=now,2025-10-04T18:57:07
display all 404 errors from yesterday,error,yesterday,*,web,*,*,*,404,action=error source=web status_code=404 earliest=@d-1d latest=@d,2025-10-04T18:57:07
list 500 errors on app-server-03 today,error,today,*,web,*,app-server-03,*,500,action=error source=web hostname=app-server-03 status_code=500 earliest=@d latest=now,2025-10-04T18:57:07
show firewall denies from 192.168.1.100 last hour,deny,last1h,*,firewall,192.168.1.100,*,*,*,action=deny source=firewall src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T18:57:07
find blocked traffic to port 22 today,deny,today,*,firewall,*,*,*,*,action=deny source=firewall earliest=@d latest=now,2025-10-04T18:57:07
list all firewall accepts from 10.0.0.1 yesterday,allow,yesterday,*,firewall,10.0.0.1,*,*,*,action=allow source=firewall src_ip=10.0.0.1 earliest=@d-1d latest=@d,2025-10-04T18:57:07
show failed login attempts on windows last 24 hours,failure,last24h,*,windows,*,*,*,*,action=failure source=windows earliest=-24h latest=now,2025-10-04T18:57:07
find event 4625 from yesterday,failure,yesterday,*,windows,*,*,*,*,action=failure source=windows earliest=@d-1d latest=@d,2025-10-04T18:57:07
list all user creation events this week,creation,last7d,*,windows,*,*,*,*,action=creation source=windows earliest=-7d@d latest=now,2025-10-04T18:57:07
